,X,Y
375,"[0.5088129043579102, -0.9999380707740784, -0.27727216482162476, -0.6532650589942932, -0.5615891814231873, 0.489243745803833, -0.05335515737533569, 1.0, -0.9966797828674316, -0.0013825083151459694, 1.6242266553945228e-07, -0.0010917824693024158, 0.005578100215643644, -0.016501620411872864, 0.0018157408339902759, 0.018686605617403984, -0.0017090121982619166, -0.0013360553421080112, -0.00811147689819336, -0.003080388531088829, 0.0017694830894470215, 0.30313804745674133, -0.00010080728679895401]","[0.014197055250406265, -0.7199174165725708, -0.019205927848815918, 0.0006083715707063675, 0.035320308059453964, -0.8829364776611328, -0.052395034581422806, 0.24913108348846436, -1.0]"
376,"[0.5087611675262451, -0.9999337792396545, -0.277204692363739, -0.6530234813690186, -0.5623172521591187, 0.4886744022369385, -0.05322068929672241, 1.0, -0.9965827465057373, -0.0016821082681417465, 1.7359853643483802e-07, -0.0014535904629155993, 0.0052197217009961605, -0.013336898759007454, 0.0038449950516223907, 0.015893438830971718, -0.0017965110018849373, -0.0012942060129716992, -0.008142232894897461, -0.003242766484618187, 0.0017396211624145508, 0.3030133843421936, -4.046713002026081e-05]","[0.021661628037691116, -0.717167317867279, -0.02194131538271904, 0.004965679720044136, 0.017111752182245255, -0.8756381869316101, -0.04445146396756172, 0.25113385915756226, -1.0]"
377,"[0.5087124109268188, -0.9999328255653381, -0.2771644592285156, -0.6527853608131409, -0.5629764795303345, 0.48820960521698, -0.05316948890686035, 1.0, -0.9966949224472046, -0.0012225107057020068, 1.7229467630386353e-07, -0.0025424661580473185, 0.005299632903188467, -0.011188129894435406, 0.006642477121204138, 0.012821617536246777, -0.001851507113315165, -0.0013411155669018626, -0.008166790008544922, -0.003406314179301262, 0.00170975923538208, 0.3028935194015503, -4.355900455266237e-05]","[0.01849331334233284, -0.7203086018562317, -0.01327688992023468, 0.000516669824719429, -0.004280563443899155, -0.864150881767273, -0.019459012895822525, 0.2500450313091278, -1.0]"
378,"[0.50868821144104, -0.999932050704956, -0.27714264392852783, -0.6525459885597229, -0.5636202692985535, 0.4878133535385132, -0.05315440893173218, 1.0, -0.9966400265693665, -0.0002825769188348204, 1.6894192356176063e-07, -0.003344820812344551, 0.004986348561942577, -0.010561640374362469, 0.007643339689821005, 0.012385542504489422, -0.0015296380734071136, -0.0013410421088337898, -0.00819242000579834, -0.0035495515912771225, 0.0016803741455078125, 0.3027710020542145, -4.949280992150307e-05]","[0.0052073635160923, -0.7278430461883545, -0.0008663274347782135, -0.0011451076716184616, -0.01321028545498848, -0.8630170822143555, -0.0005592741072177887, 0.2424526959657669, -1.0]"
379,"[0.5086822509765625, -0.999934196472168, -0.27713721990585327, -0.6522994637489319, -0.5642575025558472, 0.48748087882995605, -0.053141236305236816, 1.0, -0.9967711567878723, 0.00023528253950644284, 1.698732461363761e-07, -0.003807792207226157, 0.004733649082481861, -0.010266699828207493, 0.008210951462388039, 0.01186281070113182, -0.0013324642786756158, -0.0014226194471120834, -0.008212745189666748, -0.003683893010020256, 0.0016515254974365234, 0.3026498556137085, -4.791573155671358e-05]","[-0.002072509378194809, -0.7325973510742188, 0.00886135920882225, -0.0030849408358335495, -0.016843844205141068, -0.8600204586982727, 0.017137791961431503, 0.23624645173549652, -1.0]"
380,"[0.5086877346038818, -0.9999352693557739, -0.2771298289299011, -0.6520531177520752, -0.5649007558822632, 0.4871561527252197, -0.053098201751708984, 1.0, -0.9967399835586548, 0.0004720809811260551, 1.6912818523451278e-07, -0.0036712444853037596, 0.004374780226498842, -0.010385727509856224, 0.007673872169107199, 0.013129176571965218, -0.001138441264629364, -0.0014326755190268159, -0.008233308792114258, -0.0038080792874097824, 0.0016216635704040527, 0.3025314211845398, -3.0417926609516144e-05]","[-0.005861487239599228, -0.7345553040504456, 0.011227000504732132, -0.002950204536318779, -0.011790428310632706, -0.8645329475402832, 0.01618979498744011, 0.23268067836761475, -1.0]"
381,"[0.5086921453475952, -0.9999361038208008, -0.2771074175834656, -0.651816725730896, -0.5655404329299927, 0.4867743253707886, -0.053029537200927734, 1.0, -0.9969148635864258, 0.00030089725623838603, 1.6894192356176063e-07, -0.003197302808985114, 0.0037066980730742216, -0.01004915963858366, 0.005025533027946949, 0.013813610188663006, -0.0007072410662658513, -0.0014771827263757586, -0.008259892463684082, -0.003926044330000877, 0.0015937089920043945, 0.3024084270000458, -5.0652772188186646e-05]","[-0.0037452690303325653, -0.7345083951950073, 0.012634001672267914, -0.002074597403407097, -0.008037563413381577, -0.8701062798500061, 0.02316298708319664, 0.22415950894355774, -1.0]"
382,"[0.5086874961853027, -0.9999374747276306, -0.2770766615867615, -0.6515934467315674, -0.5661625862121582, 0.48635756969451904, -0.052922844886779785, 1.0, -0.9971089363098145, 5.984428571537137e-05, 1.6465783403418754e-07, -0.0027267641853541136, 0.0031669323798269033, -0.009532357566058636, 0.003411980113014579, 0.014832213521003723, -0.0004832169215660542, -0.0015267999842762947, -0.008279502391815186, -0.004045350477099419, 0.001573026180267334, 0.30229100584983826, -4.2615458369255066e-05]","[0.00010230019688606262, -0.7331075668334961, 0.01206466555595398, -0.0007783602923154831, -0.006090249866247177, -0.8738613724708557, 0.021361511200666428, 0.2201152741909027, -1.0]"
383,"[0.5086826086044312, -0.9999368190765381, -0.27702826261520386, -0.6513842344284058, -0.5667716264724731, 0.48588645458221436, -0.05278182029724121, 1.0, -0.9969798922538757, 0.00013983123062644154, 1.6633421751066635e-07, -0.0021398381795734167, 0.0026672903914004564, -0.009113406762480736, 0.0015409119660034776, 0.016521349549293518, -0.0002143688325304538, -0.0014904391719028354, -0.008299589157104492, -0.0041544195264577866, 0.0015543699264526367, 0.30217769742012024, -2.758350456133485e-05]","[-0.0007786862552165985, -0.7324392795562744, 0.009486019611358643, 0.001409025862812996, -0.001918744295835495, -0.8810985088348389, 0.014015179127454758, 0.21687179803848267, -1.0]"
384,"[0.5086787939071655, -0.9999365210533142, -0.27696216106414795, -0.6511930227279663, -0.5673601031303406, 0.4853416681289673, -0.052622318267822266, 1.0, -0.9970049858093262, 0.00027903576847165823, 1.715496154020002e-07, -0.0015366486040875316, 0.0021059191785752773, -0.00833976548165083, -0.0011248075170442462, 0.01728694513440132, 0.00016360952577088028, -0.0015427111648023129, -0.00832366943359375, -0.004250405356287956, 0.0015413165092468262, 0.30206099152565, -4.1678198613226414e-05]","[-0.0020403675734996796, -0.7322287559509277, 0.010652411729097366, 0.0032974351197481155, -0.0019227005541324615, -0.8839505314826965, 0.020557042211294174, 0.20978806912899017, -1.0]"
385,"[0.5086748600006104, -0.9999366998672485, -0.2768877148628235, -0.6510109901428223, -0.5679237842559814, 0.48476994037628174, -0.052432894706726074, 1.0, -0.9970290660858154, 0.00033398004597984254, 1.749023823549578e-07, -0.0011323046637699008, 0.0018836439121514559, -0.007578495889902115, -0.0021434666123241186, 0.018202314153313637, 0.0002469995815772563, -0.0015768308658152819, -0.00834345817565918, -0.004342501983046532, 0.0015313029289245605, 0.3019481599330902, -3.617990296334028e-05]","[-0.0014174692332744598, -0.730876624584198, 0.009175863116979599, 0.003179343417286873, -0.0034495852887630463, -0.8855489492416382, 0.016625862568616867, 0.20927384495735168, -1.0]"
386,"[0.5086705684661865, -0.9999367594718933, -0.27680397033691406, -0.650836706161499, -0.5684685111045837, 0.4841693639755249, -0.05222177505493164, 1.0, -0.9970568418502808, 0.00031193598988465965, 1.6670674085617065e-07, -0.0008137020631693304, 0.0017365500098094344, -0.006965101696550846, -0.0029163502622395754, 0.019059505313634872, 0.00029741195612587035, -0.0015913993120193481, -0.008362531661987305, -0.004431096836924553, 0.0015232563018798828, 0.30183637142181396, -3.3283489756286144e-05]","[0.0001247115433216095, -0.7292264699935913, 0.006910204887390137, 0.0017834026366472244, -0.004402298480272293, -0.8881527185440063, 0.010689880698919296, 0.2097100466489792, -1.0]"
387,"[0.5086708068847656, -0.9999358057975769, -0.276711642742157, -0.6506667137145996, -0.5690012574195862, 0.48355579376220703, -0.051998674869537354, 1.0, -0.9967496991157532, 0.0003820002020802349, 1.6596167995430733e-07, -0.0006615838501602411, 0.0016586276469752192, -0.006605678237974644, -0.002930413233116269, 0.020733635872602463, 0.0002995766990352422, -0.0015534833073616028, -0.008380472660064697, -0.004514215514063835, 0.0015122294425964355, 0.30173003673553467, -9.915900591295213e-06]","[0.00029822811484336853, -0.728229284286499, 0.004163868725299835, -0.000979958102107048, -0.005317453294992447, -0.8939095735549927, -0.0042839087545871735, 0.21239249408245087, -1.0]"
388,"[0.5086712837219238, -0.9999359846115112, -0.27661681175231934, -0.6505031585693359, -0.5695189237594604, 0.4829343557357788, -0.051791608333587646, 1.0, -0.9966268539428711, 0.0003571272536646575, 1.6409903480507637e-07, -0.0006226931582204998, 0.0015827998286113143, -0.006161150988191366, -0.003158748848363757, 0.02049836702644825, 0.00033832385088317096, -0.001605281257070601, -0.0083998441696167, -0.004593199118971825, 0.0015014410018920898, 0.3016241192817688, -7.820941391400993e-06]","[0.0016259066760540009, -0.7275209426879883, 0.004618633538484573, -0.003886161372065544, -0.006642203778028488, -0.8938372135162354, -0.0007356889545917511, 0.21156592667102814, -1.0]"
389,"[0.5086709260940552, -0.999936580657959, -0.2765212059020996, -0.650343656539917, -0.5700247287750244, 0.4823119640350342, -0.05159395933151245, 1.0, -0.9965795278549194, 0.00033471608185209334, 1.6167760463758896e-07, -0.0005768809351138771, 0.001518264296464622, -0.005797241348773241, -0.0032838040497153997, 0.020333221182227135, 0.00035237299744039774, -0.0016310083447024226, -0.008419036865234375, -0.00467158667743206, 0.0014903545379638672, 0.3015194535255432, -8.374729077331722e-06]","[0.0025434456765651703, -0.7267762422561646, 0.004105754196643829, -0.006147516891360283, -0.006711181253194809, -0.8943333029747009, 0.0008510760962963104, 0.21145492792129517, -1.0]"
390,"[0.5086699724197388, -0.9999370574951172, -0.2764233350753784, -0.6501893997192383, -0.5705207586288452, 0.4816843271255493, -0.051402747631073, 1.0, -0.9965651631355286, 0.00032311640097759664, 1.6167760463758896e-07, -0.0005160480504855514, 0.0013958264607936144, -0.005429943557828665, -0.0034946368541568518, 0.020589755848050117, 0.00039324830868281424, -0.0016606595600023866, -0.008438646793365479, -0.004747388884425163, 0.0014797449111938477, 0.30141618847846985, -6.564347131643444e-06]","[0.0032726339995861053, -0.7262096405029297, 0.004137564450502396, -0.008205858990550041, -0.007524449378252029, -0.8955180048942566, 0.0003178231418132782, 0.21105104684829712, -1.0]"
391,"[0.5086678266525269, -0.9999376535415649, -0.2763253450393677, -0.650039792060852, -0.5710062980651855, 0.4810582399368286, -0.05121809244155884, 1.0, -0.9965566396713257, 0.0003073897387366742, 1.5534460828803276e-07, -0.0004905475070700049, 0.001333571970462799, -0.005032472778111696, -0.003613231470808387, 0.020273586735129356, 0.00041637857793830335, -0.0016783776227384806, -0.008458077907562256, -0.004822319373488426, 0.001469433307647705, 0.3013148605823517, -6.0396414482966065e-06]","[0.003971125930547714, -0.7255442142486572, 0.0035244375467300415, -0.01017780415713787, -0.007682379335165024, -0.8958779573440552, 0.002919252961874008, 0.21076951920986176, -1.0]"
392,"[0.5086697340011597, -0.9999376535415649, -0.2762259244918823, -0.6498929262161255, -0.5714856386184692, 0.4804445505142212, -0.05103367567062378, 1.0, -0.9962558746337891, 0.0003823694714810699, 1.5236437889143417e-07, -0.0005428305012173951, 0.0013503785012289882, -0.004727718885987997, -0.003565944032743573, 0.020864421501755714, 0.0004481922078412026, -0.001635231077671051, -0.008476555347442627, -0.004892295226454735, 0.001456141471862793, 0.30121907591819763, -3.922708856407553e-06]","[0.0037389732897281647, -0.7251627445220947, 0.0018290095031261444, -0.014436615630984306, -0.008948776870965958, -0.9002907276153564, -0.002857644110918045, 0.2121123969554901, -1.0]"
393,"[0.508671760559082, -0.9999384880065918, -0.27612727880477905, -0.6497516632080078, -0.5719586610794067, 0.47983264923095703, -0.050861358642578125, 1.0, -0.9961273074150085, 0.00038045644760131836, 1.5255064056418632e-07, -0.0005864373524673283, 0.001227805158123374, -0.004394710063934326, -0.0037005573976784945, 0.020269623026251793, 0.0005239592865109444, -0.0016843549674376845, -0.008496701717376709, -0.004959149286150932, 0.001443624496459961, 0.3011234402656555, -4.18327545048669e-06]","[0.004045907407999039, -0.7251732349395752, 0.00335528701543808, -0.01651151292026043, -0.009390797466039658, -0.8996614813804626, 0.00474388524889946, 0.21000796556472778, -1.0]"
394,"[0.5086712837219238, -0.9999397993087769, -0.2760313153266907, -0.6496161818504333, -0.5724244713783264, 0.4792335033416748, -0.05068695545196533, 1.0, -0.9960646033287048, 0.0003227936686016619, 1.4863908859297226e-07, -0.0006140402401797473, 0.0011454647174105048, -0.0040419623255729675, -0.0036634132266044617, 0.019777601584792137, 0.0005474378704093397, -0.0017029736191034317, -0.008515775203704834, -0.00502600334584713, 0.001433253288269043, 0.30103087425231934, -4.530535079538822e-06]","[0.005080815404653549, -0.7246398329734802, 0.003111857920885086, -0.01825965754687786, -0.009438667446374893, -0.8997539281845093, 0.008409988135099411, 0.20944660902023315, -1.0]"
395,"[0.5086675882339478, -0.9999410510063171, -0.27593642473220825, -0.6494870185852051, -0.5728837251663208, 0.4786407947540283, -0.05050414800643921, 1.0, -0.9960260391235352, 0.0002664470230229199, 1.531094397932975e-07, -0.0005973795778118074, 0.0010644160211086273, -0.0037626121193170547, -0.003704095259308815, 0.019572151824831963, 0.0005692542181350291, -0.0017133090877905488, -0.008534491062164307, -0.005092700943350792, 0.001425325870513916, 0.3009401857852936, -4.513640305958688e-06]","[0.006068971008062363, -0.7239793539047241, 0.0023967884480953217, -0.01999962143599987, -0.00884135439991951, -0.9006966352462769, 0.009553339332342148, 0.20920990407466888, -1.0]"
396,"[0.5086612701416016, -0.9999423027038574, -0.27584129571914673, -0.6493644714355469, -0.573336660861969, 0.47805023193359375, -0.05031132698059082, 1.0, -0.9959922432899475, 0.00022736114624422044, 1.451000599672625e-07, -0.0005738858599215746, 0.0009566341759636998, -0.003436239203438163, -0.003795152995735407, 0.019505461677908897, 0.0006089815869927406, -0.0017197041306644678, -0.008553087711334229, -0.0051584672182798386, 0.0014194250106811523, 0.3008512258529663, -5.0415765144862235e-06]","[0.006840121001005173, -0.7233949899673462, 0.0018339529633522034, -0.021538345143198967, -0.008840825408697128, -0.9020124673843384, 0.009767826646566391, 0.20879699289798737, -1.0]"
397,"[0.5086522102355957, -0.9999435544013977, -0.27574747800827026, -0.6492480039596558, -0.5737820863723755, 0.4774661064147949, -0.05010819435119629, 1.0, -0.9959506988525391, 0.0002014814381254837, 1.4631078215643356e-07, -0.0005819825455546379, 0.000874198682140559, -0.003127515781670809, -0.00375982909463346, 0.01927248202264309, 0.0006328978342935443, -0.0017259855521842837, -0.008571207523345947, -0.005224360153079033, 0.0014164447784423828, 0.300763875246048, -5.24017377756536e-06]","[0.00744045153260231, -0.7228954434394836, 0.0013909190893173218, -0.023077158257365227, -0.008788030594587326, -0.9028784036636353, 0.010699179023504257, 0.2085316777229309, -1.0]"
398,"[0.5086458921432495, -0.9999442100524902, -0.27565377950668335, -0.64913409948349, -0.5742239356040955, 0.47689318656921387, -0.04989206790924072, 1.0, -0.9956067800521851, 0.00033720649662427604, 1.384876640031507e-07, -0.0006073599215596914, 0.0009122592746280134, -0.0030236365273594856, -0.0037281315308064222, 0.019857903942465782, 0.0006541322800330818, -0.001684972899965942, -0.008588910102844238, -0.005286423489451408, 0.0014129877090454102, 0.3006793260574341, -3.6579222069121897e-06]","[0.006201509386301041, -0.7227693200111389, 3.5721808671951294e-05, -0.026894880458712578, -0.008463766425848007, -0.9071041345596313, 0.004936616867780685, 0.20975294709205627, -1.0]"
399,"[0.5086383819580078, -0.9999458193778992, -0.27556419372558594, -0.6490259170532227, -0.5746574401855469, 0.47633349895477295, -0.049674808979034424, 1.0, -0.9954197406768799, 0.0003107663942500949, 1.4407559945084358e-07, -0.0007147417636588216, 0.0008002728573046625, -0.002673257142305374, -0.00351763516664505, 0.019125502556562424, 0.0006972753326408565, -0.0017251080134883523, -0.008606672286987305, -0.005347883328795433, 0.0014127492904663086, 0.30059534311294556, -2.967852196888998e-06]","[0.006931547075510025, -0.7227297425270081, 0.0016327612102031708, -0.02856898121535778, -0.009696785360574722, -0.9062164425849915, 0.011021371930837631, 0.20823857188224792, -1.0]"
400,"[0.5086250305175781, -0.9999477863311768, -0.27548062801361084, -0.6489238142967224, -0.5750845670700073, 0.4757879972457886, -0.04944568872451782, 1.0, -0.9952741861343384, 0.00021562686015386134, 1.3867393988675758e-07, -0.000787485798355192, 0.0007928585982881486, -0.0023851797450333834, -0.0030277955811470747, 0.018786098808050156, 0.0006369776092469692, -0.0017300943145528436, -0.008621573448181152, -0.005411764606833458, 0.0014184117317199707, 0.3005124032497406, -3.01528416457586e-06]","[0.00885682925581932, -0.7218422889709473, 0.0007388591766357422, -0.030673665925860405, -0.010409455746412277, -0.9065636396408081, 0.009709086269140244, 0.20960281789302826, -1.0]"
401,"[0.5086089372634888, -0.9999494552612305, -0.2753966450691223, -0.6488304138183594, -0.5755088329315186, 0.47524142265319824, -0.04920774698257446, 1.0, -0.9951574206352234, 0.0001985634007724002, 1.2731179310776497e-07, -0.0007428349927067757, 0.0006157230818644166, -0.002153541659936309, -0.003245661500841379, 0.018171943724155426, 0.0007183114648796618, -0.0017407539999112487, -0.008638083934783936, -0.005473045632243156, 0.0014269351959228516, 0.30042991042137146, -8.21743014967069e-07]","[0.008917603641748428, -0.7215484380722046, 0.0010371096432209015, -0.030660731717944145, -0.008685659617185593, -0.9070640802383423, 0.014352556318044662, 0.20755553245544434, -1.0]"
402,"[0.5085887908935547, -0.9999511241912842, -0.27531367540359497, -0.6487457752227783, -0.5759264826774597, 0.47469842433929443, -0.048952698707580566, 1.0, -0.9950262904167175, 0.00021054809622000903, 1.360662338356633e-07, -0.0006970648537389934, 0.0004886662936769426, -0.001805415260605514, -0.0032573838252574205, 0.017583588138222694, 0.0007471280987374485, -0.0017394045135006309, -0.008655309677124023, -0.005533365532755852, 0.0014400482177734375, 0.3003482222557068, -1.999371306737885e-06]","[0.008854415267705917, -0.7210817337036133, 0.0006497763097286224, -0.030337003991007805, -0.00801457092165947, -0.9071452021598816, 0.016896869987249374, 0.20680318772792816, -1.0]"
403,"[0.5085650682449341, -0.9999527335166931, -0.27523350715637207, -0.6486694812774658, -0.5763359665870667, 0.47416555881500244, -0.04867672920227051, 1.0, -0.9948706030845642, 0.0002183554897783324, 1.300126371006627e-07, -0.0006969310343265533, 0.00040601586806587875, -0.0014379096683114767, -0.0029909738805145025, 0.017091363668441772, 0.0007333076209761202, -0.001722996006719768, -0.00867164134979248, -0.005592694506049156, 0.0014581084251403809, 0.3002679646015167, -9.102586773224175e-07]","[0.009005051106214523, -0.7205104827880859, -0.00023680925369262695, -0.030224008485674858, -0.00810312107205391, -0.9075458645820618, 0.01651391014456749, 0.207222580909729, -1.0]"
404,"[0.5085355043411255, -0.9999548196792603, -0.2751706838607788, -0.6485953330993652, -0.5767371654510498, 0.47367727756500244, -0.048378586769104004, 1.0, -0.9943313598632812, 0.0003615246678236872, 1.3597309589385986e-07, -0.000861567270476371, 0.0009143200004473329, -0.001198006677441299, -0.0011231743264943361, 0.016454901546239853, 0.0003217289340682328, -0.0015978937735781074, -0.00867760181427002, -0.005658676847815514, 0.0014865398406982422, 0.30019062757492065, -6.308898264251184e-06]","[0.00869787111878395, -0.7189661264419556, -0.007119234651327133, -0.03333970904350281, -0.008095841854810715, -0.9078394174575806, 0.0045955590903759, 0.21712078154087067, -1.0]"
405,"[0.5085113048553467, -0.9999550580978394, -0.2751028537750244, -0.6485275030136108, -0.5771380066871643, 0.4731900691986084, -0.048083722591400146, 1.0, -0.994033694267273, 0.00046173398732207716, 1.3094395967527817e-07, -0.0010027897078543901, 0.00047417209134437144, -0.0009112271363846958, -0.0015566960209980607, 0.01605381816625595, 0.0006245763506740332, -0.0016571794403716922, -0.00869208574295044, -0.005714057013392448, 0.0015111565589904785, 0.3001125156879425, 7.19062882126309e-07]","[0.0070145465433597565, -0.7206369638442993, -0.0006318874657154083, -0.03356356918811798, -0.010573018342256546, -0.9090165495872498, 0.014129158109426498, 0.21006031334400177, -1.0]"
406,"[0.508482813835144, -0.9999569058418274, -0.2750421166419983, -0.6484733819961548, -0.5775361657142639, 0.47272229194641113, -0.04777401685714722, 1.0, -0.9937475323677063, 0.0005858978256583214, 1.340173270136802e-07, -0.0009813233045861125, 0.0004050958959851414, -0.0007016942836344242, -0.0009935878915712237, 0.014421193860471249, 0.0005483643035404384, -0.001613953965716064, -0.00870746374130249, -0.005765942856669426, 0.001544356346130371, 0.30003535747528076, 8.794982591098233e-07]","[0.004601512104272842, -0.7206096649169922, -0.0019887425005435944, -0.029843775555491447, -0.006532531231641769, -0.9067869782447815, 0.019940312951803207, 0.21041931211948395, -1.0]"
407,"[0.5084483623504639, -0.9999586343765259, -0.27498865127563477, -0.6484304666519165, -0.5779260396957397, 0.47227346897125244, -0.047439634799957275, 1.0, -0.9934448003768921, 0.0005770548596046865, 1.4025718542143295e-07, -0.001041450072079897, 0.00040445924969390035, -0.0005325482343323529, 0.00010180548270000145, 0.013892089016735554, 0.0003850719367619604, -0.0015011397190392017, -0.008721649646759033, -0.005817083641886711, 0.00158613920211792, 0.29995855689048767, 1.6520880308235064e-07]","[0.004288259893655777, -0.7197604775428772, -0.005863603204488754, -0.027757106348872185, -0.004379000514745712, -0.9087692499160767, 0.01103941723704338, 0.21448494493961334, -1.0]"
408,"[0.5084071159362793, -0.9999597668647766, -0.2749452590942383, -0.6483999490737915, -0.5783047080039978, 0.4718506336212158, -0.047097206115722656, 1.0, -0.9931151866912842, 0.0005634335684590042, 1.367181567957232e-07, -0.0012035254621878266, 0.0004003177455160767, -0.0009755358332768083, 0.0012510291999205947, 0.014256196096539497, 0.0002478417882230133, -0.0013600884703919291, -0.00873422622680664, -0.005866749212145805, 0.001636803150177002, 0.29988282918930054, 3.6973424357711338e-06]","[0.0034374259412288666, -0.7195047736167908, -0.00895758718252182, -0.02759319357573986, 0.0003778301179409027, -0.9147870540618896, -0.004445318132638931, 0.21860447525978088, -1.0]"
409,"[0.5083409547805786, -0.9999624490737915, -0.27494072914123535, -0.6483912467956543, -0.5786559581756592, 0.47144126892089844, -0.04677128791809082, 1.0, -0.9925724864006042, -0.00030176658765412867, 1.3327226611181686e-07, -0.002492378931492567, 0.0008270515245385468, -0.0018423330038785934, 0.0072637214325368404, 0.011749914847314358, -0.00045137369306758046, -0.0007942818920128047, -0.008718013763427734, -0.0059241633862257, 0.0017284750938415527, 0.2998042702674866, 4.396017175167799e-06]","[0.010613534599542618, -0.7166903614997864, -0.024572081863880157, -0.02784903161227703, 0.009281139820814133, -0.9271896481513977, -0.037423569709062576, 0.2361755222082138, -1.0]"
410,"[0.5082783699035645, -0.9999601244926453, -0.2749461531639099, -0.6483708620071411, -0.578982949256897, 0.47118306159973145, -0.04651874303817749, 1.0, -0.991818368434906, 0.0004803813935723156, 1.8915162058874557e-07, -0.003044977318495512, -5.2805058658123016e-05, 0.0037783400621265173, 0.0021927484776824713, -0.012971192598342896, 0.001506403903476894, -0.001832767273299396, -0.008727490901947021, -0.005985019728541374, 0.0017899274826049805, 0.2997308075428009, 4.94753330713138e-05]","[0.002923760563135147, -0.7258964776992798, 0.021192599087953568, -0.020126251503825188, -0.01557057723402977, -0.8587701916694641, 0.2281741499900818, 0.1701047420501709, -1.0]"
411,"[0.5082418918609619, -0.9999621510505676, -0.2749515771865845, -0.6484051942825317, -0.5793466567993164, 0.47094595432281494, -0.04587900638580322, 1.0, -0.9910701513290405, 0.0006015278049744666, 1.314096209625859e-07, -0.0025951263960450888, 0.001342077157460153, -0.0001849449472501874, 0.00905643031001091, 0.02161443792283535, -0.0006004284368827939, -0.0006216321489773691, -0.008736014366149902, -0.0059983935207128525, 0.0018944740295410156, 0.2996615171432495, 1.1143565643578768e-05]","[0.007228542119264603, -0.7159937620162964, -0.024662386626005173, -0.04564562439918518, -0.026160385459661484, -0.9504911303520203, -0.12684404850006104, 0.25298821926116943, -1.0]"
412,"[0.5081925392150879, -0.9999632239341736, -0.27496010065078735, -0.648379921913147, -0.5796990394592285, 0.47069406509399414, -0.04547548294067383, 1.0, -0.9905745387077332, 0.0004231315106153488, 1.7629936621688103e-07, -0.003448979929089546, -0.00011250991519773379, 0.0026863785460591316, 0.0031299644615501165, -0.008639829233288765, 0.00156657793559134, -0.0019168986473232508, -0.008740842342376709, -0.006057603284716606, 0.0019678473472595215, 0.2995814085006714, 5.664794662152417e-05]","[0.00711633637547493, -0.7260986566543579, 0.031464144587516785, -0.0340389609336853, -0.022971611469984055, -0.8737618923187256, 0.1873079538345337, 0.17173898220062256, -1.0]"
413,"[0.5081287622451782, -0.9999678134918213, -0.27499473094940186, -0.6484940052032471, -0.5801165103912354, 0.4705507755279541, -0.0447615385055542, 1.0, -0.9891932010650635, 0.0009102484327740967, 1.3764947937033867e-07, -0.002238115994259715, 0.00019038379832636565, -0.0037873107939958572, 0.02091597579419613, 0.03037145547568798, -0.0025154126342386007, -0.0019885560031980276, -0.008772134780883789, -0.0060409363359212875, 0.002109050750732422, 0.2995169162750244, 6.856903928564861e-05]","[0.005044091492891312, -0.7219802737236023, 0.022402197122573853, -0.02097157947719097, -0.027358870953321457, -0.9023866057395935, -0.175360307097435, 0.26971352100372314, -1.0]"
414,"[0.5080335140228271, -0.9999697208404541, -0.2750004529953003, -0.6485462188720703, -0.5805051326751709, 0.47061145305633545, -0.04435986280441284, 1.0, -0.988426148891449, -0.000470753206172958, 1.4817342730566452e-07, -0.0001749072253005579, 0.005232448223978281, 0.0030629707034677267, 0.00529483100399375, 0.013987846672534943, -0.002432432724162936, -0.0034917404409497976, -0.008874952793121338, -0.006095578894019127, 0.002137124538421631, 0.2994677722454071, 9.51978872762993e-05]","[0.07423277199268341, -0.6912434697151184, 0.020079534500837326, -0.11102770268917084, -0.09282974898815155, -0.8393462300300598, -0.0028671659529209137, 0.2608306407928467, -1.0]"
415,"[0.5079647302627563, -0.999973475933075, -0.2749517560005188, -0.6485968828201294, -0.5810518264770508, 0.47024011611938477, -0.04398953914642334, 1.0, -0.9879905581474304, 0.0013854304561391473, 7.627532028209316e-08, 0.001875470275990665, 0.003184002358466387, -0.00599251314997673, 0.005685943644493818, 0.03969815745949745, -0.0029130729380995035, -0.002883878769353032, -0.008922696113586426, -0.00611024908721447, 0.002192080020904541, 0.2994263768196106, 8.077485836111009e-05]","[0.027997400611639023, -0.7038098573684692, 0.013992391526699066, -0.07433800399303436, -0.017483483999967575, -0.903986930847168, -0.19765040278434753, 0.28241902589797974, -1.0]"
416,"[0.5078692436218262, -0.9999778866767883, -0.2749020457267761, -0.6486498117446899, -0.5815244913101196, 0.4702427387237549, -0.04394930601119995, 1.0, -0.987219512462616, -0.0010309056378901005, 5.033798444742388e-08, 0.002448566257953644, 0.007688970770686865, 0.0014235370326787233, -0.008097938261926174, 0.03833302482962608, -0.0029432366136461496, -0.005840008147060871, -0.009071409702301025, -0.006149990484118462, 0.0021448731422424316, 0.2994095981121063, 0.002380525693297386]","[0.1353072077035904, -0.6633591055870056, 0.05761469155550003, -0.1927909404039383, -0.14585556089878082, -0.8384036421775818, -0.10634532570838928, 0.2766392230987549, -1.0]"
